airline,source_city,destination_city,departure_time,arrival_time,stops,class,days_before_departure,duration_hours,fare_inr
AirAsia India,Hyderabad,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,22,1.4,9363
GoFirst,Delhi,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,43,1.5,5264
GoFirst,Pune,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,25,1.4,5901
GoFirst,Bangalore,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,8,0.8,4429
Vistara,Mumbai,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,54,1.4,7121
Air India,Ahmedabad,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,2,1.7,7407
GoFirst,Jaipur,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,1,1.8,6619
Air India,Bangalore,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,56,0.8,6637
GoFirst,Jaipur,Pune,Evening (18-21),Night (21-00),1 stop,Economy,41,2.5,5583
Air India,Goa,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Business,50,1.1,7464
Vistara,Goa,Bangalore,Evening (18-21),Evening (18-21),1 stop,Economy,68,2.4,6640
GoFirst,Chennai,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Business,23,0.8,7956
GoFirst,Delhi,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,76,3.2,4795
IndiGo,Ahmedabad,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,5,2.9,5415
IndiGo,Bangalore,Pune,Morning (06-12),Morning (06-12),non-stop,Business,31,1.1,9935
Air India,Pune,Bangalore,Evening (18-21),Night (21-00),1 stop,Economy,81,2.2,6537
SpiceJet,Ahmedabad,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,80,3.2,5707
GoFirst,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,81,4.3,5995
AirAsia India,Goa,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,21,2.9,5541
IndiGo,Goa,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,19,1.4,6036
GoFirst,Hyderabad,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,88,2.8,4912
Air India,Goa,Bangalore,Early Morning (00-06),Early Morning (00-06),2+ stops,Economy,71,4.2,5554
AirAsia India,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,55,1.5,5260
GoFirst,Kolkata,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,74,1.8,5830
AirAsia India,Chennai,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,49,1.6,5331
IndiGo,Ahmedabad,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Business,89,4.3,8072
AirAsia India,Pune,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,48,2.5,5616
AirAsia India,Chennai,Kolkata,Evening (18-21),Evening (18-21),non-stop,Economy,90,2.0,6127
IndiGo,Bangalore,Chennai,Night (21-00),Night (21-00),non-stop,Economy,10,0.8,4454
Vistara,Jaipur,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,81,1.5,7661
IndiGo,Hyderabad,Goa,Night (21-00),Night (21-00),non-stop,Economy,62,1.1,5118
AirAsia India,Kolkata,Mumbai,Evening (18-21),Night (21-00),2+ stops,Economy,22,4.3,4561
Air India,Hyderabad,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,27,3.1,6550
IndiGo,Mumbai,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,36,3.0,5048
AirAsia India,Hyderabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,37,2.5,4661
IndiGo,Pune,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,44,1.1,5633
SpiceJet,Bangalore,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,2,2.6,5042
Vistara,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,44,3.0,7839
SpiceJet,Goa,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,60,2.9,4534
AirAsia India,Kolkata,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,52,2.0,7514
SpiceJet,Hyderabad,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,33,3.5,5081
GoFirst,Chennai,Kolkata,Morning (06-12),Morning (06-12),1 stop,Business,73,3.7,11212
Vistara,Goa,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,50,2.7,10725
AirAsia India,Bangalore,Pune,Night (21-00),Night (21-00),non-stop,Economy,65,1.1,4389
SpiceJet,Hyderabad,Jaipur,Night (21-00),Night (21-00),non-stop,Business,25,1.6,9449
SpiceJet,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,53,0.8,3940
SpiceJet,Bangalore,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,38,2.6,6294
Vistara,Jaipur,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,68,2.6,10184
Air India,Mumbai,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,87,2.8,6132
SpiceJet,Kolkata,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,23,1.4,5863
GoFirst,Hyderabad,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Business,49,1.9,5534
AirAsia India,Chennai,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,47,3.4,4740
Vistara,Goa,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Business,71,2.9,9959
SpiceJet,Kolkata,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,61,3.2,4781
IndiGo,Jaipur,Delhi,Night (21-00),Night (21-00),non-stop,Economy,66,0.8,4006
AirAsia India,Jaipur,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,3,4.0,9380
Air India,Pune,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,80,2.9,6780
Air India,Pune,Mumbai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,14,3.4,5057
SpiceJet,Hyderabad,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Economy,89,4.7,4787
IndiGo,Delhi,Hyderabad,Night (21-00),Night (21-00),non-stop,Business,10,2.0,10369
IndiGo,Ahmedabad,Mumbai,Night (21-00),Early Morning (00-06),1 stop,Economy,70,3.1,4566
SpiceJet,Bangalore,Mumbai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,59,4.2,5488
GoFirst,Goa,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,5,1.5,5474
GoFirst,Kolkata,Chennai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,31,5.0,6157
Air India,Bangalore,Goa,Night (21-00),Night (21-00),non-stop,Economy,3,0.9,6687
AirAsia India,Ahmedabad,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,30,1.7,4521
SpiceJet,Bangalore,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,36,2.6,7748
Vistara,Hyderabad,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,60,2.1,7624
Vistara,Ahmedabad,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Business,10,1.2,10459
GoFirst,Goa,Pune,Morning (06-12),Afternoon (12-18),2+ stops,Economy,34,4.4,5224
Air India,Ahmedabad,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,32,3.0,7383
Air India,Bangalore,Pune,Morning (06-12),Afternoon (12-18),2+ stops,Economy,43,4.1,6591
GoFirst,Pune,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,44,2.7,4274
IndiGo,Mumbai,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,21,1.9,3938
Air India,Jaipur,Kolkata,Evening (18-21),Night (21-00),2+ stops,Economy,12,4.1,6700
IndiGo,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Business,47,2.0,10922
GoFirst,Jaipur,Chennai,Afternoon (12-18),Evening (18-21),1 stop,Business,85,4.0,12634
AirAsia India,Pune,Mumbai,Evening (18-21),Night (21-00),2+ stops,Economy,42,3.4,3018
IndiGo,Jaipur,Chennai,Evening (18-21),Night (21-00),non-stop,Economy,8,2.9,7804
Vistara,Hyderabad,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Business,70,2.0,7458
AirAsia India,Delhi,Bangalore,Morning (06-12),Afternoon (12-18),2+ stops,Economy,2,4.1,6005
Vistara,Kolkata,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,36,1.8,8002
Air India,Mumbai,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,86,2.5,6129
IndiGo,Bangalore,Pune,Night (21-00),Night (21-00),non-stop,Economy,17,1.0,4789
IndiGo,Bangalore,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,31,2.1,4345
AirAsia India,Bangalore,Kolkata,Afternoon (12-18),Evening (18-21),1 stop,Economy,6,4.3,7160
SpiceJet,Kolkata,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,11,2.4,7939
Vistara,Bangalore,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,49,4.0,8396
Air India,Goa,Chennai,Evening (18-21),Evening (18-21),non-stop,Business,4,1.4,13242
SpiceJet,Jaipur,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,39,3.2,4803
SpiceJet,Pune,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,57,2.5,7753
AirAsia India,Bangalore,Delhi,Night (21-00),Night (21-00),non-stop,Economy,50,1.3,4918
Vistara,Jaipur,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,43,1.2,7477
Vistara,Chennai,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,53,1.1,7780
SpiceJet,Delhi,Jaipur,Evening (18-21),Evening (18-21),non-stop,Business,71,0.8,4983
Air India,Delhi,Pune,Night (21-00),Early Morning (00-06),2+ stops,Economy,30,5.0,6662
Air India,Kolkata,Pune,Evening (18-21),Night (21-00),non-stop,Business,82,2.3,14069
IndiGo,Mumbai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,72,0.8,3763
GoFirst,Goa,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Business,66,2.9,6906
SpiceJet,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,43,2.8,5359
GoFirst,Kolkata,Delhi,Night (21-00),Night (21-00),non-stop,Economy,21,1.8,5817
AirAsia India,Hyderabad,Pune,Night (21-00),Night (21-00),non-stop,Economy,47,0.8,4089
Air India,Kolkata,Jaipur,Early Morning (00-06),Morning (06-12),2+ stops,Economy,13,4.6,6263
GoFirst,Delhi,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Business,36,2.8,7768
AirAsia India,Jaipur,Delhi,Evening (18-21),Evening (18-21),1 stop,Economy,73,2.1,3569
IndiGo,Jaipur,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,24,4.4,8025
AirAsia India,Pune,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,74,2.3,5729
Vistara,Kolkata,Hyderabad,Evening (18-21),Night (21-00),non-stop,Economy,2,2.1,10723
GoFirst,Goa,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,30,4.2,7835
SpiceJet,Ahmedabad,Chennai,Evening (18-21),Night (21-00),1 stop,Economy,11,3.0,5496
SpiceJet,Pune,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,68,1.5,5890
SpiceJet,Goa,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,52,1.0,5703
SpiceJet,Mumbai,Chennai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,85,4.5,4713
IndiGo,Delhi,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,39,1.7,5315
AirAsia India,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,20,2.2,5730
Air India,Pune,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,39,3.3,8226
AirAsia India,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,60,1.8,4799
Vistara,Kolkata,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Economy,41,5.5,8492
IndiGo,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,86,2.6,5549
AirAsia India,Hyderabad,Goa,Night (21-00),Night (21-00),non-stop,Economy,39,1.2,4736
GoFirst,Pune,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,11,1.7,6279
SpiceJet,Goa,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,22,4.2,4520
AirAsia India,Goa,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Business,41,1.4,7083
AirAsia India,Pune,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,36,1.9,7944
IndiGo,Chennai,Hyderabad,Night (21-00),Night (21-00),1 stop,Economy,35,2.7,4754
Air India,Delhi,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,25,1.5,6888
AirAsia India,Ahmedabad,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,70,1.2,4272
Vistara,Jaipur,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,67,3.2,7139
AirAsia India,Jaipur,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,44,3.0,4136
Air India,Bangalore,Chennai,Evening (18-21),Evening (18-21),1 stop,Economy,4,2.2,5823
IndiGo,Pune,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,54,3.1,6328
GoFirst,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,21,1.4,5327
Air India,Jaipur,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,43,1.8,7706
SpiceJet,Ahmedabad,Jaipur,Morning (06-12),Morning (06-12),1 stop,Business,23,2.9,7587
SpiceJet,Delhi,Bangalore,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,32,3.0,4545
Air India,Ahmedabad,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Business,71,2.9,8505
GoFirst,Hyderabad,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,28,3.4,6153
AirAsia India,Kolkata,Goa,Morning (06-12),Afternoon (12-18),2+ stops,Economy,14,4.4,4830
SpiceJet,Chennai,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Business,76,1.4,9208
AirAsia India,Mumbai,Chennai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,68,4.3,4285
SpiceJet,Kolkata,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,60,2.3,6981
AirAsia India,Jaipur,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,29,2.9,5035
